[2018-08-03T08:59:35.782] [INFO] default - [::1 GET / 200 100ms][ HTTP/1.1 Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.75 Safari/537.36]
[2018-08-03T08:59:35.967] [INFO] default - [::1 GET /css/style.css 304 2ms][http://localhost:3001/ HTTP/1.1 Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.75 Safari/537.36]
[2018-08-03T08:59:36.101] [INFO] default - [::1 GET /js/jquery.min.js 304 1ms][http://localhost:3001/ HTTP/1.1 Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.75 Safari/537.36]
[2018-08-03T08:59:36.101] [INFO] default - [::1 GET /js/index.js 304 1ms][http://localhost:3001/ HTTP/1.1 Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.75 Safari/537.36]
[2018-08-03T08:59:36.102] [INFO] default - [::1 GET /slider-2.jpg 304 1ms][http://localhost:3001/css/style.css HTTP/1.1 Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.75 Safari/537.36]
[2018-08-03T08:59:36.668] [INFO] default - [::1 GET /favicon.ico 404 6ms][http://localhost:3001/ HTTP/1.1 Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.75 Safari/537.36]
[2018-08-03T09:00:55.355] [INFO] default - [::1 POST /Login 200 785ms][http://localhost:3001/ HTTP/1.1 Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.75 Safari/537.36]
[2018-08-03T09:00:55.411] [INFO] default - [::1 GET / 200 50ms][http://localhost:3001/ HTTP/1.1 Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.75 Safari/537.36]
[2018-08-03T09:00:55.447] [INFO] default - [::1 GET /layui/css/layui.css 304 1ms][http://localhost:3001/ HTTP/1.1 Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.75 Safari/537.36]
[2018-08-03T09:00:55.449] [INFO] default - [::1 GET /ydui/css/ydui.css 304 1ms][http://localhost:3001/ HTTP/1.1 Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.75 Safari/537.36]
[2018-08-03T09:00:55.466] [INFO] default - [::1 GET /css/order.css 304 10ms][http://localhost:3001/ HTTP/1.1 Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.75 Safari/537.36]
[2018-08-03T09:00:55.468] [INFO] default - [::1 GET /layui/layui.js 304 2ms][http://localhost:3001/ HTTP/1.1 Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.75 Safari/537.36]
[2018-08-03T09:00:55.469] [INFO] default - [::1 GET /javascript/function.js 304 2ms][http://localhost:3001/ HTTP/1.1 Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.75 Safari/537.36]
[2018-08-03T09:00:55.470] [INFO] default - [::1 GET /jquery-weui/dist/lib/weui.min.css 304 2ms][http://localhost:3001/ HTTP/1.1 Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.75 Safari/537.36]
